#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
HI  alpha       849.000       10.727174
HI  alpha       850.000       10.689046
HI  alpha       851.000       10.651665
HI  alpha       852.000       10.614284
HI  alpha       853.000       10.576903
HI  alpha       854.000       10.539896
HI  alpha       855.000       10.502889
HI  alpha       856.000       10.465882
HI  alpha       857.000       10.429623
HI  alpha       858.000       10.393364
HI  alpha       859.000       10.356730
HI  alpha       860.000       10.320845
HI  alpha       861.000       10.284959
HI  alpha       862.000       10.249447
HI  alpha       863.000       10.213562
HI  alpha       864.000       10.178424
HI  alpha       865.000       10.142912
HI  alpha       866.000       10.107774
HI  alpha       867.000       10.073010
HI  alpha       868.000       10.038620
HI  alpha       869.000       10.003482
HI  alpha       870.000       9.9694651
HI  alpha       871.000       9.9347009
HI  alpha       872.000       9.9010582
HI  alpha       873.000       9.8666678
HI  alpha       874.000       9.8330251
HI  alpha       875.000       9.7997562
HI  alpha       876.000       9.7657396
HI  alpha       877.000       9.7324707
HI  alpha       878.000       9.6995756
HI  alpha       879.000       9.6663066
HI  alpha       880.000       9.6334115
HI  alpha       881.000       9.6005164
HI  alpha       882.000       9.5683689
HI  alpha       883.000       9.5354738
HI  alpha       884.000       9.5033263
HI  alpha       885.000       9.4711788
HI  alpha       886.000       9.4390312
HI  alpha       887.000       9.4072575
HI  alpha       888.000       9.3754839
HI  alpha       889.000       9.3440840
HI  alpha       890.000       9.3126841
HI  alpha       891.000       9.2809104
HI  alpha       892.000       9.2502581
HI  alpha       893.000       9.2188582
HI  alpha       894.000       9.1882059
HI  alpha       895.000       9.1575537
HI  alpha       896.000       9.1265276
HI  alpha       897.000       9.0966229
HI  alpha       898.000       9.0659706
HI  alpha       899.000       9.0356922
HI  alpha       900.000       9.0057875
HI  alpha       901.000       8.9755091
HI  alpha       902.000       8.9459782
HI  alpha       903.000       8.9164474
HI  alpha       904.000       8.8869165
HI  alpha       905.000       8.8570119
HI  alpha       906.000       8.8282286
HI  alpha       907.000       8.7990716
HI  alpha       908.000       8.7695407
HI  alpha       909.000       8.7411313
HI  alpha       910.000       8.7123481
HI  alpha       911.000       8.6835648
HI  alpha       912.000       8.6551554
HI  alpha       913.000       8.6263722
HI  alpha       914.000       8.5987104
HI  alpha       915.000       8.5699271
HI  alpha       916.000       8.5422653
HI  alpha       917.000       8.5146035
HI  alpha       918.000       8.4865679
HI  alpha       919.000       8.4589061
HI  alpha       920.000       8.4312443
HI  alpha       921.000       8.4039563
HI  alpha       922.000       8.3766683
HI  alpha       923.000       8.3493803
HI  alpha       924.000       8.3224661
HI  alpha       925.000       8.2951781
HI  alpha       926.000       8.2686377
HI  alpha       927.000       8.2420973
HI  alpha       928.000       8.2151832
HI  alpha       929.000       8.1890166
HI  alpha       930.000       8.1621024
HI  alpha       931.000       8.1363096
HI  alpha       932.000       8.1101430
HI  alpha       933.000       8.0839765
HI  alpha       934.000       8.0581837
HI  alpha       935.000       8.0320171
HI  alpha       936.000       8.0065982
HI  alpha       937.000       7.9808054
HI  alpha       938.000       7.9557602
HI  alpha       939.000       7.9299675
HI  alpha       940.000       7.9049223
HI  alpha       941.000       7.8795034
HI  alpha       942.000       7.8548320
HI  alpha       943.000       7.8294131
HI  alpha       944.000       7.8051155
HI  alpha       945.000       7.7800704
HI  alpha       946.000       7.7553990
HI  alpha       947.000       7.7307277
HI  alpha       948.000       7.7064302
HI  alpha       949.000       7.6825064
HI  alpha       950.000       7.6578351
HI  alpha       951.000       7.6339114
HI  alpha       952.000       7.6096138
HI  alpha       953.000       7.5860639
HI  alpha       954.000       7.5621402
HI  alpha       955.000       7.5382165
HI  alpha       956.000       7.5146666
HI  alpha       957.000       7.4911166
HI  alpha       958.000       7.4679405
HI  alpha       959.000       7.4443906
HI  alpha       960.000       7.4212145
HI  alpha       961.000       7.3984122
HI  alpha       962.000       7.3748623
HI  alpha       963.000       7.3520600
HI  alpha       964.000       7.3292577
HI  alpha       965.000       7.3068292
HI  alpha       966.000       7.2836531
HI  alpha       967.000       7.2615984
HI  alpha       968.000       7.2387961
HI  alpha       969.000       7.2163676
HI  alpha       970.000       7.1943129
HI  alpha       971.000       7.1718844
HI  alpha       972.000       7.1498297
HI  alpha       973.000       7.1281489
HI  alpha       974.000       7.1057204
HI  alpha       975.000       7.0840395
HI  alpha       976.000       7.0627324
HI  alpha       977.000       7.0406777
HI  alpha       978.000       7.0189969
HI  alpha       979.000       6.9976898
HI  alpha       980.000       6.9763827
HI  alpha       981.000       6.9550757
HI  alpha       982.000       6.9337686
HI  alpha       983.000       6.9128353
HI  alpha       984.000       6.8915283
HI  alpha       985.000       6.8705950
HI  alpha       986.000       6.8496617
HI  alpha       987.000       6.8291023
HI  alpha       988.000       6.8081690
HI  alpha       989.000       6.7879834
HI  alpha       990.000       6.7670501
HI  alpha       991.000       6.7464907
HI  alpha       992.000       6.7263050
HI  alpha       993.000       6.7061194
HI  alpha       994.000       6.6859337
HI  alpha       995.000       6.6657481
HI  alpha       996.000       6.6455625
HI  alpha       997.000       6.6257506
HI  alpha       998.000       6.6055650
HI  alpha       999.000       6.5861269
HI  alpha       1000.00       6.5663151
